,attr0,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,class
0,0.0,28.577425003051758,0.0,0.0,1.4168710708618164,0.0,14.190376281738281,3.3708407878875732,10.787672996520996,0.0,5.221742630004883,0.0,5.918055057525635,31.5240421295166,10.087149620056152,18.7843074798584,4.527823448181152,0.0,25.445878982543945,16.45354652404785,0.0
1,0.0,21.893692016601562,0.0,0.0,1.5554845333099365,0.0,13.897964477539062,0.0,43.77804183959961,0.0,1.0399096012115479,0.0,8.531192779541016,35.213199615478516,5.014650344848633,14.762129783630371,4.662454605102539,0.0,19.994396209716797,21.427968978881836,1.0
2,0.0,28.803674697875977,0.0,0.0,0.48210465908050537,0.0,14.95803165435791,2.7251362800598145,7.983835697174072,0.0,4.334047317504883,0.0,6.2183661460876465,29.154781341552734,8.46262264251709,17.437557220458984,2.236466646194458,0.0,25.380882263183594,15.14277172088623,0.0
3,0.0,30.8537654876709,0.0,0.0,0.021736565977334976,0.0,13.837889671325684,3.168166399002075,12.132375717163086,0.0,3.4181485176086426,0.0,7.942472457885742,32.144432067871094,9.24283218383789,19.253734588623047,4.009110450744629,0.0,26.72110366821289,15.333399772644043,0.0
4,0.0,27.90636444091797,0.0,0.0,1.0064994096755981,0.0,14.131232261657715,3.596543550491333,9.820469856262207,0.0,6.320798397064209,0.0,7.442083358764648,29.534955978393555,9.340721130371094,19.19762420654297,3.4651036262512207,0.0,25.508426666259766,15.01392936706543,0.0
5,0.0,28.116960525512695,0.0,0.0,1.830587387084961,0.0,12.388113975524902,2.9675636291503906,14.00333309173584,0.0,5.438713073730469,0.0,5.919318675994873,32.37820816040039,9.378495216369629,19.632492065429688,4.757094860076904,0.0,25.690227508544922,16.399389266967773,0.0
6,0.0,27.11989402770996,0.0,0.0,2.622084379196167,0.0,13.11766529083252,4.456686019897461,16.216278076171875,0.0,5.953103065490723,0.0,6.576900959014893,30.74007225036621,8.064082145690918,20.10546875,4.144707679748535,0.0,25.17786979675293,17.653047561645508,0.0
7,0.0,18.68306541442871,0.0,0.0,2.820831060409546,0.0,10.890406608581543,1.2156682014465332,24.490671157836914,0.0,3.741079568862915,0.0,6.621647834777832,31.86313819885254,6.722799301147461,21.376379013061523,3.6096556186676025,0.0,24.59676170349121,17.859010696411133,0.0
8,0.0,29.948747634887695,0.0,0.0,1.603609323501587,0.0,13.156964302062988,3.098893642425537,13.24862289428711,0.0,5.233583927154541,0.0,6.182553291320801,30.877525329589844,9.810921669006348,20.274206161499023,3.324035406112671,0.0,27.025360107421875,16.559932708740234,0.0
9,0.0,26.97771644592285,0.0,0.0,0.0,0.0,14.007253646850586,3.3323559761047363,8.497353553771973,0.0,4.315793037414551,0.0,6.603965759277344,26.348926544189453,9.524266242980957,17.227245330810547,4.499638080596924,0.0,25.23033332824707,13.234376907348633,0.0
10,0.0,25.843242645263672,0.0,0.0,1.5278793573379517,0.0,11.429732322692871,4.37849235534668,15.141129493713379,0.0,5.58397102355957,0.0,6.957974910736084,29.09912109375,8.567009925842285,18.873037338256836,3.130986213684082,0.0,24.01655387878418,15.369921684265137,0.0
