,attr0,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,class
0,0.0,0.1380346715450287,0.0,0.14870400726795197,0.4219062626361847,0.0,0.032889433205127716,0.3594968020915985,0.0,0.056222282350063324,0.0,0.7024183869361877,0.0,0.0,0.44078174233436584,0.3310573995113373,0.06618116796016693,0.0,0.08072676509618759,0.6716672778129578,-1.0
1,0.12014487385749817,0.0,0.0,0.0,0.4572117030620575,0.0,0.33403199911117554,0.0,0.0,0.5556119084358215,0.25968584418296814,0.0,0.0,0.0,0.08081705868244171,0.6006755828857422,0.1952129602432251,0.0,0.3919871747493744,0.5196787714958191,-1.0
2,0.0,0.5159505009651184,0.0,0.15929792821407318,0.0,0.0,0.22793331742286682,0.0,0.0,0.3114109933376312,0.14371030032634735,0.0,0.008197286166250706,0.6664193868637085,0.8994923233985901,0.33098140358924866,0.6966990828514099,0.0,0.0,0.14282166957855225,-1.0
3,0.45274654030799866,0.3397611677646637,0.26933029294013977,0.6389056444168091,0.06364386528730392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6565816402435303,0.0,0.2571237087249756,0.0,0.2905157208442688,0.0,0.297629177570343,-1.0
4,0.16976642608642578,0.21296486258506775,0.0,0.07974477112293243,0.0,0.0,0.435049831867218,0.0,0.0,0.0,0.0,0.0,0.0012092378456145525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
5,0.037756457924842834,0.18477240204811096,0.0,0.0,0.0,0.0,0.29133960604667664,0.0,0.22591537237167358,0.0,0.0,0.0,0.0,0.0,0.0,0.13784708082675934,0.0,0.2500109374523163,0.1367693692445755,0.18706275522708893,-1.0
6,0.0,0.0,0.0,0.04441393166780472,0.0,0.0,0.0,0.15336081385612488,0.6213086247444153,0.18265515565872192,0.19539512693881989,0.2159094214439392,0.06872010231018066,0.0,0.0,0.31625208258628845,0.2886306345462799,0.0,0.28592008352279663,0.5309980511665344,-1.0
7,0.4023492634296417,0.0,0.0,0.06996709108352661,0.20495149493217468,0.0,0.0,0.0,0.0,0.0,0.19397449493408203,0.0,0.0,0.22362008690834045,0.22265882790088654,0.0,0.25345996022224426,0.0,0.20009995996952057,0.0,-1.0
8,0.356627494096756,0.0232639592140913,0.0,0.2205311805009842,0.0,0.0940859317779541,0.0,0.0,0.0,0.14351433515548706,0.036358773708343506,0.04146375507116318,0.04568197578191757,0.13422247767448425,0.6572555899620056,0.0,0.5657433867454529,0.0,0.7664020657539368,0.0,-1.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07939968258142471,0.0,0.0,0.0,0.22424982488155365,0.6541846990585327,0.0,0.0,0.2229519635438919,0.022791612893342972,-1.0
10,0.0,0.5732158422470093,0.0,0.33757221698760986,0.08335698395967484,0.0,0.4278486967086792,0.0,0.15066145360469818,0.9561853408813477,0.12309866398572922,0.0,0.0,0.11518753319978714,0.6892433762550354,0.10833830386400223,0.5091337561607361,0.0,0.2934134304523468,0.0,-1.0
11,0.0,0.05695071816444397,0.0,0.004666954278945923,0.0,0.0,0.0,0.0,0.09417547285556793,0.0,0.0,0.0,0.0,0.06749839335680008,0.33151790499687195,0.26100146770477295,0.005187481176108122,0.12132782489061356,0.0,0.0,-1.0
12,0.1955307275056839,0.0,0.0,0.10766690969467163,0.16839027404785156,0.0,0.0,0.28121620416641235,0.0,0.029178103432059288,0.39008328318595886,0.0,0.0,0.06913796812295914,0.0,0.0,0.38004419207572937,0.3047538101673126,0.42353856563568115,0.8645419478416443,-1.0
13,0.014406375586986542,0.0,0.0,0.22620879113674164,0.22129477560520172,0.0,0.08233841508626938,0.0,0.5294048190116882,0.3619040548801422,0.35801729559898376,0.0876782238483429,0.20681649446487427,0.0,0.03257059305906296,0.08356326073408127,0.23863326013088226,0.0,0.5317390561103821,0.32073795795440674,-1.0
14,0.6295310258865356,0.0,0.23425829410552979,0.0,0.0,0.0,0.0,0.0,0.3495083451271057,0.16928380727767944,0.20171251893043518,0.0,0.0,0.37122371792793274,0.11037428677082062,0.0,0.2892737090587616,0.0,0.7770501971244812,0.1675298660993576,-1.0
15,0.0,0.607822835445404,0.0,0.0,0.25003698468208313,0.0,0.22803089022636414,0.0,0.0,0.3757312595844269,0.0,0.22051866352558136,0.13936811685562134,0.0,0.5433565974235535,0.4452185332775116,0.0,0.0,0.05475107580423355,0.0,-1.0
16,0.4102360010147095,0.0,0.0,0.0,0.0,0.0,0.09213323891162872,0.0,0.0,0.48592084646224976,0.0,0.0,0.0,0.0,0.0,0.27689528465270996,0.0,0.26382747292518616,0.18831275403499603,0.5427641272544861,-1.0
17,0.4496866464614868,0.0,0.0,0.258772611618042,0.12400723248720169,0.0,0.025291504338383675,0.0,0.1101975366473198,0.08124362677335739,0.06837467849254608,0.0,0.0,0.08964594453573227,0.4282371699810028,0.021350787952542305,0.06967037916183472,0.0,0.17268551886081696,0.019342388957738876,-1.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.2264886051416397,0.030925387516617775,0.1000685915350914,0.8619258999824524,0.0,0.0,0.0,0.0,0.31628546118736267,1.2206281423568726,0.18554122745990753,0.0,0.3203948438167572,0.5911049246788025,-1.0
19,0.0,0.6918814778327942,0.0,0.043087393045425415,0.21597830951213837,0.0,0.11918547004461288,0.0,0.0,0.2562008798122406,0.0,0.0,0.0499156191945076,0.23889297246932983,0.555299699306488,0.14910829067230225,0.1835632622241974,0.0,0.15718762576580048,0.1602584719657898,-1.0
20,0.6082919239997864,0.08496829867362976,0.16235478222370148,0.17341139912605286,0.0,0.0,0.07869832962751389,0.1069832518696785,0.0,0.457317978143692,0.2694053649902344,0.0,0.0067547643557190895,0.160221666097641,0.0,0.006958922371268272,0.19971810281276703,0.20004822313785553,0.2797216773033142,0.46738994121551514,-1.0
21,0.0,0.3816165030002594,0.0,0.0105399489402771,0.27980896830558777,0.0,0.47112739086151123,0.0,0.0,0.47998565435409546,0.0,0.11806336790323257,0.3068828284740448,0.0,0.32534077763557434,0.22992736101150513,0.0,0.0,0.0,0.08501855283975601,-1.0
22,0.0,0.5785465240478516,0.0,0.0,0.0,0.0,0.722533106803894,0.0,0.0,0.09124145656824112,0.0,0.0,0.0,0.0,0.0,0.5945712924003601,0.0,0.0,0.0,0.17968499660491943,-1.0
23,0.6323145627975464,0.30584415793418884,0.0,0.17699773609638214,0.17419670522212982,0.0,0.3247389793395996,0.0,0.0,0.6813726425170898,0.0,0.0,0.0,0.0,0.6542723774909973,0.5610300302505493,0.0,0.0,0.21479585766792297,0.7619643211364746,-1.0
24,0.0,0.815977156162262,0.0,0.0,0.0,0.0,0.21795716881752014,0.0,0.0,0.2483752816915512,0.0,0.0,0.024559417739510536,0.508523166179657,0.21495482325553894,0.0,0.05706712603569031,0.0,0.16864459216594696,0.20613396167755127,-1.0
25,0.0,0.44253066182136536,0.0,0.11764618754386902,0.0,0.0,0.2518501281738281,0.0,0.0,0.011775844730436802,0.0,0.0,0.0,0.7753394842147827,0.39875417947769165,0.20431716740131378,0.45059433579444885,0.1963246911764145,0.04767575114965439,0.35732465982437134,-1.0
26,0.32111865282058716,0.26444828510284424,0.0,0.277840256690979,0.04933072254061699,0.08731700479984283,0.3290996551513672,0.0,0.030703525990247726,0.24236023426055908,0.0,0.1546277403831482,0.047231145203113556,0.0,0.3997788727283478,0.25005966424942017,0.0,0.0,0.0,0.2764623463153839,-1.0
27,0.14770929515361786,0.0,0.0,0.008991628885269165,0.7330998778343201,0.0,0.37695273756980896,0.0,0.0,0.4053150713443756,0.21281439065933228,0.20950186252593994,0.0,0.0,0.7029880881309509,0.7882635593414307,0.020216986536979675,0.0,0.7282246947288513,1.102062463760376,-1.0
28,0.09380822628736496,0.19835516810417175,0.11422508209943771,0.0,0.0,0.008385381661355495,0.12757907807826996,0.0,0.0,0.11151205748319626,0.07437404245138168,0.0,0.0,0.3187709450721741,0.18177448213100433,0.53812575340271,0.10375089943408966,0.3496635854244232,0.0,0.05277621001005173,-1.0
29,0.0,0.12131386995315552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580246388912201,0.0,0.0,0.15522485971450806,0.3499896824359894,0.8405290842056274,0.11608631163835526,0.0,0.17248079180717468,0.0,-1.0
30,0.0004018917097710073,0.0,0.0005211187526583672,0.00038072484312579036,0.0003418741107452661,0.00039337814087048173,0.0004764884361065924,0.0003664428659249097,0.0003704324481077492,0.00034281000262126327,0.00023432903981301934,6.49018693366088e-05,0.0005503382999449968,0.000306393631035462,0.00019970713765360415,0.00035013837623409927,0.00043635041220113635,0.0,0.00039196881698444486,1.699475797067862e-05,-1.0
31,0.0,0.04068216681480408,0.011560345999896526,0.0,0.0,0.15852411091327667,0.0,0.18298041820526123,0.0,0.0,0.13935354351997375,0.19524604082107544,0.32893872261047363,0.23715871572494507,0.6323204636573792,0.2624245584011078,0.09031444787979126,0.003636698704212904,0.0,0.0,-1.0
32,0.0,0.3902392089366913,0.0,0.0,0.0,0.0,0.23002184927463531,0.03607632964849472,0.255673885345459,0.38648247718811035,0.0,0.0,0.20828939974308014,0.1046128198504448,0.39105650782585144,0.705005943775177,0.0,0.0,0.0,0.022457171231508255,-1.0
33,0.2943356931209564,0.05176682770252228,0.415086567401886,0.1710609793663025,0.0,0.20704907178878784,0.0,0.06021109223365784,0.0,0.13731703162193298,0.2647462785243988,0.06038501113653183,0.0,0.40921750664711,0.0634828433394432,0.0,0.2513689398765564,0.23596826195716858,0.15871292352676392,0.23027896881103516,-1.0
34,0.18072402477264404,0.0,0.03093777224421501,0.0,0.0,0.0,0.0,0.0,0.17072391510009766,0.0,0.6728739142417908,0.18604817986488342,0.11208570748567581,0.35537800192832947,0.5032725930213928,0.4344911575317383,0.6577666401863098,0.24776597321033478,0.38793355226516724,0.3329145610332489,-1.0
